"Overlast";"Perioden";"Wijken en buurten";"Geregistreerde overlast (aantal)"
"Melding overlast jeugd";"2023 april";"Van der Helstpleinbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Lizzy Ansinghbuurt";"       1"
"Melding overlast jeugd";"2023 april";"Cornelis Troostbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Zuid Pijp";"       2"
"Melding overlast jeugd";"2023 april";"Diamantbuurt";"       1"
"Melding overlast jeugd";"2023 april";"Burgemeester Tellegenbuurt Oost";"       1"
"Melding overlast jeugd";"2023 april";"Burgemeester Tellegenbuurt West";"       0"
"Melding overlast jeugd";"2023 april";"Weesperzijde";"       2"
"Melding overlast jeugd";"2023 april";"Swammerdambuurt";"       0"
"Melding overlast jeugd";"2023 april";"Weesperzijde Midden/Zuid";"       2"
"Melding overlast jeugd";"2023 april";"Parooldriehoek";"       0"
"Melding overlast jeugd";"2023 april";"Oosterparkbuurt";"       2"
"Melding overlast jeugd";"2023 april";"Oosterparkbuurt Noordwest";"       1"
"Melding overlast jeugd";"2023 april";"Oosterpark";"       0"
"Melding overlast jeugd";"2023 april";"Oosterparkbuurt Zuidoost";"       1"
"Melding overlast jeugd";"2023 april";"Oosterparkbuurt Zuidwest";"       0"
"Melding overlast jeugd";"2023 april";"Dapperbuurt";"       4"
"Melding overlast jeugd";"2023 april";"Dapperbuurt Noord";"       1"
"Melding overlast jeugd";"2023 april";"Dapperbuurt Zuid";"       0"
"Melding overlast jeugd";"2023 april";"Oostpoort";"       3"
"Melding overlast jeugd";"2023 april";"Transvaalbuurt";"       1"
"Melding overlast jeugd";"2023 april";"Transvaalbuurt West";"       0"
"Melding overlast jeugd";"2023 april";"Transvaalbuurt Oost";"       1"
"Melding overlast jeugd";"2023 april";"Indische Buurt West";"       6"
"Melding overlast jeugd";"2023 april";"Noordwestkwadrant Indische buurt Noord";"       0"
"Melding overlast jeugd";"2023 april";"Noordwestkwadrant Indische buurt Zuid";"       0"
"Melding overlast jeugd";"2023 april";"Zuidwestkwadrant Indische buurt";"       6"
"Melding overlast jeugd";"2023 april";"Indische Buurt Oost";"       7"
"Melding overlast jeugd";"2023 april";"Noordoostkwadrant Indische buurt";"       4"
"Melding overlast jeugd";"2023 april";"Zuidoostkwadrant Indische buurt";"       3"
"Melding overlast jeugd";"2023 april";"Zeeburgerdijk Oost";"       0"
"Melding overlast jeugd";"2023 april";"Flevopark";"       0"
"Melding overlast jeugd";"2023 april";"Oostelijk Havengebied";"       2"
"Melding overlast jeugd";"2023 april";"Oostelijke Handelskade";"       0"
"Melding overlast jeugd";"2023 april";"Rietlanden";"       0"
"Melding overlast jeugd";"2023 april";"Java-eiland";"       1"
"Melding overlast jeugd";"2023 april";"KNSM-eiland";"       0"
"Melding overlast jeugd";"2023 april";"Sporenburg";"       0"
"Melding overlast jeugd";"2023 april";"Borneo";"       0"
"Melding overlast jeugd";"2023 april";"Entrepot-Noordwest";"       0"
"Melding overlast jeugd";"2023 april";"Architectenbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Bedrijvengebied Veelaan";"       0"
"Melding overlast jeugd";"2023 april";"Bedrijvengebied Cruquiusweg";"       0"
"Melding overlast jeugd";"2023 april";"Bedrijvengebied Zeeburgerkade";"       1"
"Melding overlast jeugd";"2023 april";"Zeeburgereiland/Nieuwe Diep";"       3"
"Melding overlast jeugd";"2023 april";"Zeeburgereiland Noordwest";"       0"
"Melding overlast jeugd";"2023 april";"Zeeburgereiland Zuidoost";"       0"
"Melding overlast jeugd";"2023 april";"Zeeburgereiland Zuidwest";"       0"
"Melding overlast jeugd";"2023 april";"Nieuwe Diep/Diemerpark";"       0"
"Melding overlast jeugd";"2023 april";"RI Oost terrein";"       3"
"Melding overlast jeugd";"2023 april";"Zeeburgereiland Noordoost";"       0"
"Melding overlast jeugd";"2023 april";"IJburg West";"      10"
"Melding overlast jeugd";"2023 april";"Steigereiland Noord";"       0"
"Melding overlast jeugd";"2023 april";"Steigereiland Zuid";"       1"
"Melding overlast jeugd";"2023 april";"Haveneiland Zuidwest/Rieteiland West";"       0"
"Melding overlast jeugd";"2023 april";"Haveneiland Noordwest";"       2"
"Melding overlast jeugd";"2023 april";"Haveneiland Noordoost";"       7"
"Melding overlast jeugd";"2023 april";"Sloterdijk";"       0"
"Melding overlast jeugd";"2023 april";"Woon- en Groengebied Sloterdijk";"       0"
"Melding overlast jeugd";"2023 april";"Bedrijventerrein Sloterdijk I";"       0"
"Melding overlast jeugd";"2023 april";"Landlust";"       4"
"Melding overlast jeugd";"2023 april";"Bedrijventerrein Landlust";"       0"
"Melding overlast jeugd";"2023 april";"Bosleeuw";"       2"
"Melding overlast jeugd";"2023 april";"Landlust Zuid";"       0"
"Melding overlast jeugd";"2023 april";"Erasmusparkbuurt Oost";"       0"
"Melding overlast jeugd";"2023 april";"Gibraltarbuurt";"       1"
"Melding overlast jeugd";"2023 april";"Landlust Noord";"       1"
"Melding overlast jeugd";"2023 april";"Erasmuspark";"       1"
"Melding overlast jeugd";"2023 april";"Erasmusparkbuurt West";"       0"
"Melding overlast jeugd";"2023 april";"Robert Scottbuurt Oost";"       1"
"Melding overlast jeugd";"2023 april";"De Kolenkit";"       5"
"Melding overlast jeugd";"2023 april";"Robert Scottbuurt West";"       0"
"Melding overlast jeugd";"2023 april";"Laan van Spartaan";"       2"
"Melding overlast jeugd";"2023 april";"Kolenkitbuurt Zuid";"       0"
"Melding overlast jeugd";"2023 april";"Kolenkitbuurt Noord";"       3"
"Melding overlast jeugd";"2023 april";"Geuzenbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Geuzenhofbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Trompbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Pieter van der Doesbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Van Galenbuurt";"       0"
"Melding overlast jeugd";"2023 april";"John Franklinbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Jan Maijenbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Orteliusbuurt Noord";"       0"
"Melding overlast jeugd";"2023 april";"Mercatorpark";"       0"
"Melding overlast jeugd";"2023 april";"Hoofdweg e.o.";"       8"
"Melding overlast jeugd";"2023 april";"Balboaplein e.o.";"       2"
"Melding overlast jeugd";"2023 april";"Columbusplein e.o.";"       3"
"Melding overlast jeugd";"2023 april";"Orteliusbuurt Midden";"       0"
"Melding overlast jeugd";"2023 april";"Orteliusbuurt Zuid";"       3"
"Melding overlast jeugd";"2023 april";"Westindische Buurt";"       5"
"Melding overlast jeugd";"2023 april";"Paramariboplein e.o.";"       2"
"Melding overlast jeugd";"2023 april";"Postjeskade e.o.";"       3"
"Melding overlast jeugd";"2023 april";"Hoofddorppleinbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Surinamepleinbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Westlandgrachtbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Aalsmeerwegbuurt West";"       0"
"Melding overlast jeugd";"2023 april";"Aalsmeerwegbuurt Oost";"       0"
"Melding overlast jeugd";"2023 april";"Legmeerpleinbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Bedrijventerrein Schinkel";"       0"
"Melding overlast jeugd";"2023 april";"Schinkelbuurt";"       1"
"Melding overlast jeugd";"2023 april";"Schinkelbuurt Noord";"       1"
"Melding overlast jeugd";"2023 april";"Schinkelbuurt Zuid";"       0"
"Melding overlast jeugd";"2023 april";"Willemspark";"       0"
"Melding overlast jeugd";"2023 april";"Valeriusbuurt Oost";"       0"
"Melding overlast jeugd";"2023 april";"Valeriusbuurt West";"       0"
"Melding overlast jeugd";"2023 april";"Willemsparkbuurt Noord";"       0"
"Melding overlast jeugd";"2023 april";"Vondelpark West";"       0"
"Melding overlast jeugd";"2023 april";"Museumkwartier";"       1"
"Melding overlast jeugd";"2023 april";"Johannnes Vermeerbuurt";"       0"
"Melding overlast jeugd";"2023 april";"P.C. Hooftbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Concertgebouwbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Cornelis Schuytbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Banpleinbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Hondecoeterbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Harmoniehofbuurt";"       1"
"Melding overlast jeugd";"2023 april";"Museumplein";"       0"
"Melding overlast jeugd";"2023 april";"Vondelpark Oost";"       0"
"Melding overlast jeugd";"2023 april";"Duivelseiland";"       0"
"Melding overlast jeugd";"2023 april";"Stadionbuurt";"       2"
"Melding overlast jeugd";"2023 april";"Bertelmanpleinbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Marathonbuurt Oost";"       1"
"Melding overlast jeugd";"2023 april";"Marathonbuurt West";"       0"
"Melding overlast jeugd";"2023 april";"Olympisch Stadion e.o.";"       1"
"Melding overlast jeugd";"2023 april";"IJsbaanpad e.o.";"       0"
"Melding overlast jeugd";"2023 april";"Van Tuyllbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Apollobuurt";"       4"
"Melding overlast jeugd";"2023 april";"Diepenbrockbuurt";"       2"
"Melding overlast jeugd";"2023 april";"Beethovenbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Hiltonbuurt";"       1"
"Melding overlast jeugd";"2023 april";"Minervabuurt Noord";"       0"
"Melding overlast jeugd";"2023 april";"Minervabuurt Midden";"       1"
"Melding overlast jeugd";"2023 april";"Minervabuurt Zuid";"       0"
"Melding overlast jeugd";"2023 april";"IJburg Oost";"       1"
"Melding overlast jeugd";"2023 april";"Strandeiland";"       0"
"Melding overlast jeugd";"2023 april";"Middeneiland Zuidoost";"       0"
"Melding overlast jeugd";"2023 april";"Middeneiland Zuidwest";"       0"
"Melding overlast jeugd";"2023 april";"Buiteneiland";"       0"
"Melding overlast jeugd";"2023 april";"Centrumeiland";"       1"
"Melding overlast jeugd";"2023 april";"IJburg Zuid";"       5"
"Melding overlast jeugd";"2023 april";"Rieteiland Oost";"       1"
"Melding overlast jeugd";"2023 april";"Haveneiland Oost";"       3"
"Melding overlast jeugd";"2023 april";"Haveneiland Noord";"       1"
"Melding overlast jeugd";"2023 april";"Scheldebuurt";"       3"
"Melding overlast jeugd";"2023 april";"Wielingenbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Scheldebuurt West";"       1"
"Melding overlast jeugd";"2023 april";"Scheldebuurt Midden";"       0"
"Melding overlast jeugd";"2023 april";"Scheldebuurt Oost";"       2"
"Melding overlast jeugd";"2023 april";"Veluwebuurt";"       0"
"Melding overlast jeugd";"2023 april";"Kop Zuidas";"       0"
"Melding overlast jeugd";"2023 april";"IJselbuurt";"       1"
"Melding overlast jeugd";"2023 april";"IJselbuurt West";"       0"
"Melding overlast jeugd";"2023 april";"IJselbuurt Oost";"       1"
"Melding overlast jeugd";"2023 april";"Rijnbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Kromme Mijdrechtbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Rijnbuurt Oost";"       0"
"Melding overlast jeugd";"2023 april";"Rijnbuurt Midden";"       0"
"Melding overlast jeugd";"2023 april";"Rijnbuurt West";"       0"
"Melding overlast jeugd";"2023 april";"Zorgvlied";"       0"
"Melding overlast jeugd";"2023 april";"Frankendael";"       2"
"Melding overlast jeugd";"2023 april";"De Eenhoorn";"       0"
"Melding overlast jeugd";"2023 april";"Julianapark";"       0"
"Melding overlast jeugd";"2023 april";"Don Bosco";"       2"
"Melding overlast jeugd";"2023 april";"Frankendael";"       0"
"Melding overlast jeugd";"2023 april";"Tuindorp Amstelstation";"       0"
"Melding overlast jeugd";"2023 april";"De Wetbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Tuindorp Frankendael";"       0"
"Melding overlast jeugd";"2023 april";"Van der Kunbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Middenmeer";"       0"
"Melding overlast jeugd";"2023 april";"Linnaeusparkbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Middenmeer Noord";"       0"
"Melding overlast jeugd";"2023 april";"Middenmeer Zuid";"       0"
"Melding overlast jeugd";"2023 april";"Sportpark Middenmeer Zuid";"       0"
"Melding overlast jeugd";"2023 april";"Sportpark Middenmeer Noord";"       0"
"Melding overlast jeugd";"2023 april";"Park de Meer";"       0"
"Melding overlast jeugd";"2023 april";"Sportpark Voorland";"       0"
"Melding overlast jeugd";"2023 april";"Science Park Noord";"       0"
"Melding overlast jeugd";"2023 april";"Science Park Zuid";"       0"
"Melding overlast jeugd";"2023 april";"Betondorp";"       0"
"Melding overlast jeugd";"2023 april";"Betondorp";"       0"
"Melding overlast jeugd";"2023 april";"Nieuwe Oosterbegraafplaats";"       0"
"Melding overlast jeugd";"2023 april";"Drieburg";"       0"
"Melding overlast jeugd";"2023 april";"Omval/Overamstel";"       1"
"Melding overlast jeugd";"2023 april";"Weespertrekvaart";"       1"
"Melding overlast jeugd";"2023 april";"Amstelglorie";"       0"
"Melding overlast jeugd";"2023 april";"Overamstel";"       0"
"Melding overlast jeugd";"2023 april";"Amstelkwartier Noord";"       0"
"Melding overlast jeugd";"2023 april";"De Omval";"       0"
"Melding overlast jeugd";"2023 april";"Amstelkwartier Zuid";"       0"
"Melding overlast jeugd";"2023 april";"Amstelkwartier West";"       0"
"Melding overlast jeugd";"2023 april";"Prinses Irenebuurt e.o.";"       1"
"Melding overlast jeugd";"2023 april";"Prinses Irenebuurt";"       1"
"Melding overlast jeugd";"2023 april";"Beatrixpark";"       0"
"Melding overlast jeugd";"2023 april";"Volewijck";"      19"
"Melding overlast jeugd";"2023 april";"Van der Pekbuurt";"       3"
"Melding overlast jeugd";"2023 april";"Bloemenbuurt Zuid";"       5"
"Melding overlast jeugd";"2023 april";"Bloemenbuurt Noord";"      11"
"Melding overlast jeugd";"2023 april";"IJplein/Vogelbuurt";"       1"
"Melding overlast jeugd";"2023 april";"IJplein e.o.";"       0"
"Melding overlast jeugd";"2023 april";"Vogelbuurt Zuid";"       0"
"Melding overlast jeugd";"2023 april";"Vogelbuurt Noord";"       1"
"Melding overlast jeugd";"2023 april";"Vliegenbos";"       0"
"Melding overlast jeugd";"2023 april";"Tuindorp Nieuwendam";"       0"
"Melding overlast jeugd";"2023 april";"Tuindorp Nieuwendam West";"       0"
"Melding overlast jeugd";"2023 april";"Tuindorp Nieuwendam Oost";"       0"
"Melding overlast jeugd";"2023 april";"Tuindorp Buiksloot";"       0"
"Melding overlast jeugd";"2023 april";"Blauwe Zand";"       0"
"Melding overlast jeugd";"2023 april";"Nieuwendammerdijk/Buiksloterdijk";"       0"
"Melding overlast jeugd";"2023 april";"Buiksloterdijk West";"       0"
"Melding overlast jeugd";"2023 april";"Buiksloterdijk Oost";"       0"
"Melding overlast jeugd";"2023 april";"Nieuwendammerdijk West";"       0"
"Melding overlast jeugd";"2023 april";"Nieuwendammerdijk Oost";"       0"
"Melding overlast jeugd";"2023 april";"Nieuwendammerdijk Zuid";"       0"
"Melding overlast jeugd";"2023 april";"Tuindorp Oostzaan";"       4"
"Melding overlast jeugd";"2023 april";"Tuindorp Oostzaan West";"       1"
"Melding overlast jeugd";"2023 april";"Tuindorp Oostzaan Oost";"       1"
"Melding overlast jeugd";"2023 april";"Terrasdorp";"       1"
"Melding overlast jeugd";"2023 april";"De Bongerd";"       1"
"Melding overlast jeugd";"2023 april";"Oostzanerwerf";"       6"
"Melding overlast jeugd";"2023 april";"Oostzanerdijk";"       0"
"Melding overlast jeugd";"2023 april";"Walvisbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Twiske West";"       0"
"Melding overlast jeugd";"2023 april";"Noorder IJplas";"       0"
"Melding overlast jeugd";"2023 april";"Molenwijk";"       6"
"Melding overlast jeugd";"2023 april";"Circus/Kermisbuurt";"       0"
"Melding overlast jeugd";"2023 april";"Kadoelen";"       1"
"Melding overlast jeugd";"2023 april";"Kadoelen";"       1"
"Melding overlast jeugd";"2023 april";"Twiske Oost";"       0"
"Melding overlast jeugd";"2023 april";"Waterlandpleinbuurt";"      15"
"Melding overlast jeugd";"2023 april";"Baanakkerspark Noord";"       0"
"Melding overlast jeugd";"2023 april";"Baanakkerspark Zuid";"       0"
"Melding overlast jeugd";"2023 april";"Werengouw Midden";"       6"
"Melding overlast jeugd";"2023 april";"Markengouw Midden";"       9"
"Melding overlast jeugd";"2023 april";"Markengouw Zuid";"       0"
"Melding overlast jeugd";"2023 april";"Werengouw Zuid";"       0"
"Melding overlast jeugd";"2023 april";"Buikslotermeer";"       5"
"Melding overlast jeugd";"2023 april";"Rode Kruisbuurt";"       0"
